DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'061902",1030,12.2,8444,3661,7.5,49113,7709,15.7,5426,37302,14.5,10097,20.6,5904,12,311,0.6,2995,6.1,16485,33.6,24006,48.9,69,0.1,16812,5555,11.3,15071,30.7,603,1.2,1225,2.5,164,0.3,9613,19.6,25107,51.1,0,0,915,1.9,32628,66.4,60,0.1,20755,42.3,8061,16.4,19633,40,2246,4.6,9940,59.1,10545,21.5,17959,36.6,10098,20.5,5555,11.3,8148,16.6
"'061903",21,13.8,152,139,9.7,1430,3,0.2,94,723,13,428,29.9,31,2.2,29,2,97,6.8,638,44.6,676,47.3,8,0.6,447,96,6.7,716,50.1,29,2,6,0.4,8,0.6,427,29.9,754,52.7,0,0,16,1.1,792,55.4,0,0,781,54.6,168,11.7,655,45.8,45,3.1,395,88.4,614,42.9,627,43.8,428,29.9,96,6.7,170,11.9
"'061905",29,8.9,326,272,12.3,2217,18,0.8,159,1493,10.6,340,15.3,50,2.3,34,1.5,151,6.8,727,32.8,1056,47.6,8,0.4,668,112,5.1,722,32.6,10,0.5,28,1.3,10,0.5,310,14,1161,52.4,0,0,104,4.7,1490,67.2,1,0,1146,51.7,347,15.7,626,28.2,80,3.6,544,81.4,655,29.5,1336,60.3,340,15.3,112,5.1,347,15.7
"'061906",23,13.4,172,159,10.1,1574,8,0.5,152,1246,12.2,207,13.2,22,1.4,15,0.9,73,4.6,575,36.5,760,48.3,4,0.3,483,151,9.6,512,32.5,14,0.9,2,0.1,10,0.6,207,13.2,814,51.7,0,0,82,5.2,999,63.5,0,0,659,41.9,172,10.9,714,45.4,46,2.9,425,88,518,32.9,976,62,207,13.1,151,9.5,180,11.4
"'061907",53,16.6,319,336,10.8,3101,19,0.6,342,2063,16.6,190,6.1,437,14.1,18,0.6,223,7.2,1002,32.3,1524,49.1,9,0.3,840,170,5.5,731,23.6,21,0.7,12,0.4,9,0.3,198,6.4,1577,50.9,0,0,205,6.6,2099,67.7,3,0.1,854,27.5,370,11.9,1539,49.6,135,4.4,692,82.4,736,23.7,1767,57,190,6.1,170,5.5,381,12.2
"'061908",53,14.4,367,269,9.8,2746,16,0.6,304,1728,17.6,261,9.5,107,3.9,18,0.7,211,7.7,1344,48.9,1349,49.1,5,0.2,798,134,4.9,855,31.1,77,2.8,5,0.2,13,0.5,262,9.5,1397,50.9,0,0,193,7,1402,51.1,8,0.3,1195,43.5,388,14.1,2746,100,118,4.3,691,86.6,855,31.1,1629,59.3,261,9.5,134,4.9,392,14.3
"'061910",36,8.9,405,476,11,4314,174,4,260,2797,9.3,161,3.7,93,2.2,2,0,297,6.9,252,5.8,2058,47.7,5,0.1,1342,343,8,657,15.2,2,0,44,1,18,0.4,163,3.8,2256,52.3,0,0,322,7.5,4062,94.2,8,0.2,934,21.7,435,10.1,18,0.4,184,4.3,827,61.6,1043,24.2,3180,73.7,161,3.7,343,7.9,459,10.6
"'061911",453,13.6,3332,3025,11,27479,1548,5.6,3271,19714,16.6,2106,7.7,3065,11.2,163,0.6,2234,8.1,6501,23.7,13579,49.4,42,0.2,8128,2768,10.1,6598,24,96,0.3,234,0.9,151,0.5,2176,7.9,13900,50.6,2,0,2607,9.5,20978,76.3,72,0.3,9064,33,3486,12.7,2485,9,685,2.5,6263,77.1,9851,35.8,15360,55.9,2106,7.6,2769,10,3588,13
"'061912",46,9,510,640,16,3999,119,3,435,2962,14.7,463,11.6,349,8.7,23,0.6,432,10.8,1763,44.1,1895,47.4,11,0.3,1317,320,8,1372,34.3,15,0.4,9,0.2,31,0.8,470,11.8,2104,52.6,0,0,31,0.8,2236,55.9,2,0.1,1890,47.3,496,12.4,2682,67.1,226,5.7,1074,81.5,1258,31.5,1900,47.5,463,11.6,320,8,501,12.5
"'061914",115,13.4,859,675,8.2,8245,342,4.1,1012,6331,16,1897,23,1496,18.1,75,0.9,410,5,3751,45.5,4026,48.8,27,0.3,2497,562,6.8,3156,38.3,42,0.5,120,1.5,27,0.3,1650,20,4219,51.2,0,0,126,1.5,4494,54.5,17,0.2,4316,52.3,847,10.3,5302,64.3,435,5.3,2020,80.9,2410,29.2,2772,33.6,1902,23,563,6.8,889,10.7
"'062901",44,14.3,307,221,11.5,1920,10,0.5,179,1366,13.1,71,3.7,189,9.8,40,1.9,133,6.9,1213,63.2,899,46.8,12,0.6,630,93,4.8,947,49.3,47,2.4,4,0.2,1,0.1,74,3.9,1021,53.2,0,0,21,1.1,707,36.8,2,0.1,971,50.6,319,16.6,1290,67.2,38,2,533,84.6,535,27.9,733,38.2,71,3.7,93,4.8,327,17
"'062902",0,0,9,9,6.1,148,0,0,8,135,5.9,0,0,4,2.7,0,0,4,2.7,89,60.1,82,55.4,0,0,33,3,2,70,47.3,0,0,0,0,0,0,0,0,66,44.6,0,0,12,8.1,59,39.9,0,0,52,35.1,15,10.1,148,100,0,0,21,63.6,21,14.2,74,50,0,0,3,2,16,10.7
"'062903",27,11.8,229,166,11.1,1496,2,0.1,95,970,9.8,276,18.4,92,6.1,60,3.7,74,4.9,1096,73.3,697,46.6,5,0.3,469,52,3.5,993,66.4,30,2,9,0.6,0,0,274,18.3,799,53.4,4,0.3,17,1.1,400,26.7,0,0,739,49.4,251,16.8,674,45.1,29,1.9,393,83.8,394,26.3,380,25.4,277,18.4,52,3.5,262,17.4
"'062904",4,7,57,54,10.1,535,0,0,41,406,10.1,10,1.9,14,2.6,1,0.2,49,9.2,319,59.6,255,47.7,0,0,153,42,7.9,255,47.7,4,0.7,2,0.4,2,0.4,10,1.9,280,52.3,0,0,0,0,216,40.4,0,0,284,53.1,55,10.3,381,71.2,7,1.3,113,73.9,148,27.7,257,48,10,1.9,42,7.8,58,10.8
"'062905",1,50,2,0,0,71,0,0,6,59,10.2,1,1.4,3,4.2,0,0,0,0,37,52.1,44,62,0,0,0,0,0,19,26.8,0,0,0,0,0,0,3,4.2,27,38,0,0,0,0,34,47.9,0,0,4,5.6,2,2.8,71,100,0,0,0,0,1,1.4,49,69,1,1.4,0,0,2,2.8
"'062906",2,18.2,11,9,6.3,144,0,0,39,154,25.3,1,0.7,1,0.7,0,0,7,4.9,54,37.5,70,48.6,0,0,0,11,7.6,26,18.1,0,0,0,0,0,0,1,0.7,74,51.4,0,0,1,0.7,90,62.5,0,0,23,16,10,6.9,144,100,0,0,0,0,0,0,117,81.3,1,0.7,11,7.6,11,7.6
"'063903",7,13.7,51,36,16.3,221,0,0,40,219,18.3,0,0,1,0.5,0,0,12,5.4,121,54.8,100,45.2,0,0,91,11,5,83,37.6,6,2.7,0,0,0,0,0,0,121,54.8,0,0,0,0,100,45.2,0,0,96,43.4,42,19,221,100,15,6.8,82,90.1,82,37.1,122,55.2,0,0,11,5,42,19
"'063906",1,5.9,17,4,4.7,86,0,0,19,87,21.8,3,3.5,1,1.2,0,0,5,5.8,69,80.2,42,48.8,0,0,26,8,9.3,34,39.5,3,3.5,0,0,0,0,3,3.5,44,51.2,0,0,3,3.5,17,19.8,0,0,15,17.4,20,23.3,86,100,0,0,24,92.3,25,29.1,51,59.3,3,3.5,8,9.3,20,23.3
"'064903",25,12.9,194,164,8.5,1920,5,0.3,209,1485,14.1,87,4.5,11,0.6,0,0,120,6.3,1487,77.4,946,49.3,14,0.7,599,133,6.9,1823,94.9,41,2.1,0,0,0,0,104,5.4,974,50.7,56,2.9,2,0.1,433,22.6,0,0,1231,64.1,178,9.3,1920,100,10,0.5,500,83.5,500,26,71,3.7,87,4.5,133,6.9,181,9.4
"'065901",7,12.3,57,43,9.4,456,0,0,42,342,12.3,1,0.2,31,6.8,2,0.4,35,7.7,212,46.5,222,48.7,2,0.4,143,49,10.7,60,13.2,2,0.4,0,0,0,0,1,0.2,234,51.3,6,1.3,1,0.2,244,53.5,1,0.2,172,37.7,69,15.1,455,99.8,24,5.3,127,88.8,129,28.3,340,74.6,1,0.2,49,10.7,69,15.1
"'065902",8,29.6,27,8,6.5,124,0,0,15,102,14.7,2,1.6,0,0,0,0,14,11.3,105,84.7,56,45.2,0,0,29,1,0.8,36,29,0,0,1,0.8,0,0,2,1.6,68,54.8,4,3.2,4,3.2,19,15.3,0,0,11,8.9,30,24.2,124,100,6,4.8,27,93.1,47,37.9,82,66.1,2,1.6,1,0.8,30,24.2
"'066005",0,0,7,1,3.8,26,0,0,17,40,42.5,6,23.1,0,0,0,0,1,3.8,25,96.2,12,46.2,0,0,0,0,0,26,100,0,0,0,0,0,0,6,23.1,14,53.8,1,3.8,0,0,1,3.8,0,0,20,76.9,3,11.5,26,100,0,0,0,0,0,0,0,0,6,23.1,0,0,3,11.5
"'066901",3,8.1,37,1,0.4,233,0,0,40,209,19.1,6,2.6,0,0,0,0,1,0.4,208,89.3,115,49.4,0,0,83,10,4.3,232,99.6,0,0,0,0,0,0,6,2.6,118,50.6,3,1.3,0,0,25,10.7,0,0,107,45.9,29,12.4,233,100,0,0,58,69.9,88,37.8,1,0.4,6,2.6,10,4.3,29,12.4
"'066902",15,7.5,201,98,6.7,1453,2,0.1,131,1184,11.1,15,1,0,0,16,1,57,3.9,1272,87.5,710,48.9,2,0.1,419,79,5.4,1429,98.3,9,0.6,0,0,0,0,17,1.2,743,51.1,0,0,54,3.7,181,12.5,0,0,872,60,198,13.6,1453,100,1,0.1,343,81.9,399,27.5,21,1.4,15,1,79,5.4,198,13.6
"'066903",8,7.6,105,22,2.9,760,1,0.1,68,627,10.8,19,2.5,2,0.3,0,0,40,5.3,607,79.9,375,49.3,1,0.1,225,61,8,709,93.3,0,0,0,0,1,0.1,22,2.9,385,50.7,1,0.1,12,1.6,153,20.1,0,0,107,14.1,96,12.6,760,100,1,0.1,193,85.8,205,27,46,6.1,19,2.5,61,8,96,12.6
"'067902",30,24,125,86,10.6,812,8,1,100,664,15.1,14,1.7,6,0.7,13,1.4,68,8.4,487,60,402,49.5,6,0.7,225,61,7.5,153,18.8,54,6.7,0,0,8,1,12,1.5,410,50.5,0,0,24,3,325,40,0,0,257,31.7,117,14.4,422,52,13,1.6,204,90.7,205,25.2,624,76.8,14,1.7,61,7.5,119,14.6
"'067903",22,16.4,134,96,8.9,1078,12,1.1,116,798,14.5,78,7.2,14,1.3,2,0.2,66,6.1,627,58.2,543,50.4,1,0.1,332,71,6.6,314,29.1,14,1.3,0,0,0,0,83,7.7,535,49.6,0,0,2,0.2,451,41.8,2,0.2,590,54.7,128,11.9,747,69.3,20,1.9,293,88.3,370,34.3,716,66.4,78,7.2,71,6.5,133,12.3
"'067904",6,14.3,42,29,10.9,265,1,0.4,33,223,14.8,19,7.2,2,0.8,3,1,30,11.3,174,65.7,119,44.9,0,0,80,12,4.5,101,38.1,26,9.8,1,0.4,0,0,20,7.5,146,55.1,0,0,1,0.4,91,34.3,0,0,132,49.8,38,14.3,144,54.3,7,2.6,72,90,83,31.3,154,58.1,19,7.2,12,4.5,38,14.3
"'067907",17,21.3,80,52,15.6,333,0,0,60,265,22.6,14,4.2,9,2.7,1,0.3,38,11.4,256,76.9,159,47.7,0,0,108,16,4.8,85,25.5,0,0,0,0,3,0.9,14,4.2,174,52.3,0,0,0,0,77,23.1,0,0,172,51.7,62,18.6,153,45.9,4,1.2,86,79.6,88,26.4,232,69.7,14,4.2,16,4.8,64,19
"'067908",8,29.6,27,4,2.1,191,1,0.5,39,171,22.8,11,5.8,3,1.6,2,0.9,5,2.6,118,61.8,105,55,0,0,40,2,1,38,19.9,0,0,0,0,0,0,7,3.7,86,45,0,0,4,2.1,73,38.2,0,0,66,34.6,27,14.1,119,62.3,2,1,36,90,67,35.1,147,77,11,5.8,2,1,27,14.1
"'068802",3,2.1,145,109,8,1371,6,0.4,148,1322,11.2,1,0.1,26,1.9,0,0,89,6.5,116,8.5,684,49.9,0,0,293,8,0.6,475,34.6,0,0,0,0,3,0.2,1,0.1,687,50.1,0,0,2,0.1,1255,91.5,2,0.1,19,1.4,132,9.6,236,17.2,21,1.5,32,10.9,33,2.4,838,61.1,1,0.1,8,0.6,132,9.6
"'068803",1,2,50,34,4.5,763,8,1,125,743,16.8,35,4.6,8,1,0,0,30,3.9,187,24.5,349,45.7,0,0,198,42,5.5,383,50.2,0,0,0,0,3,0.4,30,3.9,414,54.3,0,0,1,0.1,576,75.5,2,0.3,326,42.7,46,6,366,48,21,2.8,190,96,388,50.9,338,44.3,35,4.6,42,5.5,46,6
"'068901",631,18.6,3395,233,0.7,31762,287,0.9,5499,24773,22.2,7137,22.5,1165,3.7,260,0.8,1148,3.6,19713,62.1,15604,49.1,59,0.2,8806,2900,9.1,25051,78.9,1167,3.7,523,1.6,69,0.2,7150,22.5,16158,50.9,7,0,332,1,12049,37.9,84,0.3,19942,62.8,3147,9.9,21163,66.6,451,1.4,5806,65.9,6580,20.7,4655,14.7,7141,22.4,2900,9.1,3158,9.9
"'069901",3,8.3,36,19,7.4,257,0,0,29,247,11.7,16,6.2,0,0,3,1,12,4.7,175,68.1,115,44.7,0,0,79,8,3.1,199,77.4,0,0,0,0,0,0,17,6.6,142,55.3,0,0,0,0,82,31.9,0,0,149,58,31,12.1,257,100,1,0.4,64,81,64,24.9,57,22.2,16,6.2,8,3.1,31,12.1
"'069902",6,17.6,34,11,4.3,254,0,0,35,218,16.1,4,1.6,1,0.4,3,1.1,17,6.7,167,65.7,120,47.2,0,0,75,22,8.7,103,40.6,0,0,0,0,1,0.4,4,1.6,134,52.8,0,0,0,0,87,34.3,0,0,57,22.4,36,14.2,254,100,3,1.2,60,80,81,31.9,146,57.5,4,1.6,22,8.7,36,14.2
"'070801",51,17.3,294,53,2.1,2582,15,0.6,664,2524,26.3,1484,57.5,620,24,0,0,50,1.9,2553,98.9,1280,49.6,9,0.3,657,71,2.7,1822,70.6,39,1.5,93,3.6,4,0.2,1468,56.9,1302,50.4,3,0.1,1,0,29,1.1,0,0,1991,77.1,246,9.5,2567,99.4,30,1.2,345,52.5,377,14.6,91,3.5,1485,57.4,71,2.7,246,9.5
"'070901",5,9.8,51,17,5,339,1,0.3,41,317,12.9,13,3.8,4,1.2,0,0,28,8.3,173,51,176,51.9,0,0,83,19,5.6,138,40.7,0,0,0,0,0,0,13,3.8,163,48.1,0,0,0,0,166,49,1,0.3,119,35.1,45,13.3,339,100,5,1.5,14,16.9,38,11.2,190,56,13,3.8,19,5.6,45,13.2
"'070903",90,13.6,662,676,11.3,5999,22,0.4,508,3799,13.4,965,16.1,785,13.1,121,1.9,491,8.2,5997,100,2903,48.4,4,0.1,1699,458,7.6,3396,56.6,143,2.4,51,0.9,12,0.2,971,16.2,3096,51.6,9,0.2,3,0.1,2,0,30,0.5,2965,49.4,710,11.8,5999,100,107,1.8,1416,83.3,1606,26.8,1647,27.5,966,16.1,459,7.6,719,12
"'070905",44,12.3,359,122,4.6,2625,11,0.4,227,1851,12.3,871,33.2,171,6.5,20,0.7,98,3.7,2138,81.4,1292,49.2,1,0,793,133,5.1,1935,73.7,39,1.5,14,0.5,4,0.2,913,34.8,1333,50.8,0,0,65,2.5,487,18.6,3,0.1,1732,66,375,14.3,2625,100,37,1.4,656,82.7,806,30.7,464,17.7,873,33.2,133,5.1,376,14.3
"'070907",8,8.5,94,66,10.2,647,0,0,53,540,9.8,68,10.5,69,10.7,14,2.1,58,9,420,64.9,332,51.3,1,0.2,206,15,2.3,209,32.3,1,0.2,0,0,2,0.3,68,10.5,315,48.7,0,0,1,0.2,227,35.1,0,0,275,42.5,107,16.5,645,99.7,20,3.1,186,90.3,243,37.6,347,53.6,68,10.5,15,2.3,107,16.5
"'070908",127,10,1265,1040,10,10391,91,0.9,895,7552,11.9,432,4.2,1109,10.7,37,0.4,796,7.7,2925,28.1,5023,48.3,40,0.4,3266,567,5.5,2446,23.5,17,0.2,28,0.3,38,0.4,433,4.2,5368,51.7,0,0,212,2,7466,71.9,6,0.1,3010,29,1395,13.4,2109,20.3,534,5.1,2386,73.1,2843,27.4,6167,59.3,432,4.1,567,5.4,1432,13.7
"'070909",6,17.6,34,23,9.7,238,0,0,39,228,17.1,46,19.3,41,17.2,3,1.1,12,5,174,73.1,102,42.9,0,0,74,15,6.3,99,41.6,0,0,0,0,0,0,46,19.3,136,57.1,2,0.8,7,2.9,64,26.9,0,0,163,68.5,33,13.9,238,100,12,5,54,73,74,31.1,86,36.1,46,19.3,15,6.3,33,13.9
"'070910",29,12.1,239,103,8.2,1252,6,0.5,118,968,12.2,172,13.7,24,1.9,25,1.9,102,8.1,662,52.9,630,50.3,6,0.5,341,52,4.2,571,45.6,9,0.7,0,0,2,0.2,176,14.1,622,49.7,0,0,12,1,590,47.1,0,0,634,50.6,227,18.1,909,72.6,33,2.6,221,64.8,239,19.1,616,49.2,172,13.7,52,4.1,230,18.3
"'070911",128,15.8,811,582,9.3,6287,61,1,682,4629,14.7,765,12.2,1919,30.5,141,2.2,483,7.7,3258,51.8,3031,48.2,56,0.9,2019,435,6.9,2522,40.1,37,0.6,35,0.6,18,0.3,847,13.5,3256,51.8,0,0,38,0.6,3029,48.2,4,0.1,3410,54.2,800,12.7,2695,42.9,224,3.6,1604,79.4,1820,28.9,1539,24.5,765,12.2,435,6.9,808,12.8
"'070912",298,17.7,1685,1102,10.9,10065,60,0.6,1264,7424,17,917,9.1,1555,15.4,269,2.6,888,8.8,4688,46.6,4874,48.4,59,0.6,3220,828,8.2,3482,34.6,48,0.5,30,0.3,62,0.6,917,9.1,5191,51.6,1,0,677,6.7,5377,53.4,23,0.2,4758,47.3,1608,16,7495,74.5,369,3.7,2558,79.4,2813,27.9,4514,44.8,918,9.1,828,8.2,1629,16.1
"'070915",20,16.9,118,130,11.1,1176,3,0.3,93,796,11.7,86,7.3,19,1.6,30,2.4,106,9,464,39.5,526,44.7,2,0.2,372,60,5.1,271,23,27,2.3,4,0.3,1,0.1,86,7.3,650,55.3,0,0,30,2.6,712,60.5,1,0.1,483,41.1,119,10.1,804,68.4,25,2.1,318,85.5,469,39.9,856,72.8,86,7.3,60,5.1,121,10.3
"'071801",3,5.4,56,31,2.3,1376,6,0.4,264,1109,23.8,738,53.6,15,1.1,0,0,19,1.4,669,48.6,663,48.2,1,0.1,363,0,0,1221,88.7,0,0,58,4.2,3,0.2,633,46,713,51.8,0,0,61,4.4,707,51.4,0,0,817,59.4,43,3.1,1368,99.4,17,1.2,317,87.3,348,25.3,114,8.3,738,53.6,0,0,43,3.1
"'071803",8,40,20,10,5.1,198,0,0,57,125,45.6,45,22.7,5,2.5,0,0,0,0,183,92.4,109,55.1,0,0,198,0,0,189,95.5,0,0,0,0,0,0,49,24.7,89,44.9,4,2,4,2,15,7.6,0,0,198,100,15,7.6,198,100,0,0,132,66.7,132,66.7,4,2,45,22.7,0,0,15,7.6
"'071804",38,64.4,59,21,7.7,272,1,0.4,184,269,68.4,38,14,1,0.4,0,0,3,1.1,194,71.3,129,47.4,1,0.4,272,0,0,262,96.3,2,0.7,1,0.4,1,0.4,43,15.8,143,52.6,0,0,0,0,78,28.7,0,0,272,100,26,9.6,272,100,0,0,124,45.6,124,45.6,7,2.6,38,14,0,0,26,9.6
"'071806",31,7.8,395,225,4.9,4569,54,1.2,854,3827,22.3,1185,25.9,279,6.1,0,0,108,2.4,3276,71.7,2170,47.5,1,0,764,384,8.4,3750,82.1,2,0,3,0.1,6,0.1,1255,27.5,2399,52.5,5,0.1,22,0.5,1293,28.3,2,0,1606,35.1,371,8.1,4569,100,65,1.4,619,81,964,21.1,413,9,1187,26,384,8.4,371,8.1
"'071807",0,0,8,4,2.1,190,0,0,41,156,26.3,183,96.3,0,0,0,0,0,0,186,97.9,95,50,0,0,0,0,0,188,98.9,0,0,0,0,0,0,171,90,95,50,2,1.1,2,1.1,4,2.1,0,0,172,90.5,11,5.8,190,100,0,0,0,0,0,0,2,1.1,183,96.3,0,0,11,5.8
"'071809",2,13.3,15,9,2.6,340,4,1.2,55,249,22.1,110,32.4,9,2.6,0,0,1,0.3,193,56.8,153,45,0,0,0,0,0,297,87.4,0,0,0,0,2,0.6,145,42.6,187,55,0,0,36,10.6,147,43.2,0,0,149,43.8,13,3.8,340,100,4,1.2,0,0,0,0,24,7.1,110,32.4,0,0,13,3.8
"'071810",2,11.8,17,18,6.8,266,0,0,25,147,17,166,62.4,3,1.1,0,0,9,3.4,230,86.5,125,47,0,0,44,13,4.9,254,95.5,0,0,10,3.8,0,0,187,70.3,141,53,0,0,6,2.3,36,13.5,0,0,221,83.1,29,10.9,257,96.6,3,1.1,0,0,20,7.5,6,2.3,166,62.4,13,4.9,29,10.9
"'071901",139,10.8,1286,265,2.5,10455,11,0.1,1186,8271,14.3,3781,36.2,32,0.3,21,0.2,100,1,9077,86.8,5088,48.7,15,0.1,3512,474,4.5,9926,94.9,157,1.5,71,0.7,34,0.3,4317,41.3,5367,51.3,41,0.4,392,3.7,1378,13.2,7,0.1,7138,68.3,1242,11.9,9722,93,49,0.5,2736,77.9,2742,26.2,396,3.8,3790,36.1,474,4.5,1251,11.9
"'071902",998,16,6238,2885,5.7,50709,651,1.3,8016,37422,21.4,20712,40.8,1699,3.4,98,0.2,1704,3.4,37248,73.5,24832,49,36,0.1,17959,6263,12.4,42469,83.8,476,0.9,459,0.9,87,0.2,17581,34.7,25877,51,170,0.3,5248,10.3,13461,26.5,194,0.4,32347,63.8,5730,11.3,48146,94.9,1050,2.1,12792,71.2,16289,32.1,4559,9,20722,40.8,6264,12.3,5777,11.4
"'071903",15,5.4,280,152,7.7,1983,0,0,157,1449,10.8,841,42.4,0,0,7,0.3,55,2.8,1798,90.7,983,49.6,0,0,633,73,3.7,1970,99.3,45,2.3,20,1,0,0,1001,50.5,1000,50.4,119,6,58,2.9,185,9.3,0,0,1489,75.1,258,13,1983,100,0,0,429,67.8,458,23.1,13,0.7,842,42.3,73,3.7,260,13.1
"'071904",34,8,425,152,4.8,3190,0,0,282,2153,13.1,1623,50.9,5,0.2,3,0.1,60,1.9,2900,90.9,1555,48.7,0,0,1033,199,6.2,3164,99.2,58,1.8,34,1.1,0,0,1883,59,1635,51.3,32,1,65,2,290,9.1,0,0,2470,77.4,428,13.4,3190,100,1,0,823,79.7,1039,32.6,20,0.6,1623,50.8,199,6.2,431,13.5
"'071905",506,9.3,5422,2614,7,37211,109,0.3,4753,28675,16.6,11192,30.1,524,1.4,92,0.2,1123,3,29308,78.8,18335,49.3,61,0.2,12822,2431,6.5,35333,95,359,1,293,0.8,51,0.1,11533,31,18876,50.7,68,0.2,1950,5.2,7903,21.2,53,0.1,23843,64.1,5370,14.4,37055,99.6,98,0.3,9775,76.2,10866,29.2,1043,2.8,11194,30.1,2431,6.5,5386,14.5
"'071906",14,14.4,97,38,4.8,798,1,0.1,99,634,15.6,180,22.6,4,0.5,1,0.1,28,3.5,561,70.3,374,46.9,0,0,232,77,9.6,766,96,3,0.4,8,1,0,0,222,27.8,424,53.1,31,3.9,7,0.9,237,29.7,1,0.1,341,42.7,101,12.7,797,99.9,4,0.5,0,0,71,8.9,22,2.8,180,22.6,77,9.6,101,12.7
"'071907",54,9.1,593,360,5.9,6076,28,0.5,664,4702,14.1,2156,35.5,62,1,14,0.2,125,2.1,3705,61,2905,47.8,5,0.1,1915,626,10.3,5650,93,164,2.7,36,0.6,9,0.1,1990,32.8,3171,52.2,109,1.8,803,13.2,2371,39,3,0,4409,72.6,617,10.2,6076,100,41,0.7,1448,75.6,1812,29.8,283,4.7,2158,35.4,626,10.3,625,10.3
"'071908",7,9.1,77,22,2.5,887,0,0,68,658,10.3,391,44.1,0,0,0,0,8,0.9,835,94.1,451,50.8,0,0,315,64,7.2,884,99.7,27,3,6,0.7,1,0.1,538,60.7,436,49.2,32,3.6,0,0,52,5.9,0,0,732,82.5,74,8.3,887,100,0,0,199,63.2,240,27.1,2,0.2,391,44,64,7.2,76,8.5
"'071909",607,10.9,5562,2133,4.5,47137,257,0.5,6538,36491,17.9,13207,28,978,2.1,63,0.1,497,1.1,33108,70.2,22921,48.6,73,0.2,15759,2701,5.7,43352,92,79,0.2,477,1,70,0.1,12911,27.4,24216,51.4,60,0.1,5943,12.6,14029,29.8,93,0.2,25399,53.9,5560,11.8,47137,100,395,0.8,13635,86.5,18420,39.1,1992,4.2,13228,28,2706,5.7,5629,11.9
"'072801",534,45.7,1169,866,12.7,6822,48,0.7,3055,5089,60,632,9.3,887,13,0,0,319,4.7,4101,60.1,3757,55.1,19,0.3,6778,0,0,3592,52.7,30,0.4,4,0.1,23,0.3,683,10,3065,44.9,2,0,35,0.5,2721,39.9,9,0.1,6782,99.4,903,13.2,4180,61.3,202,3,3060,45.1,3063,44.9,2061,30.2,635,9.3,0,0,904,13.2
"'072802",32,91.4,35,10,10.6,94,0,0,75,99,75.8,7,7.4,1,1.1,0,0,3,3.2,83,88.3,45,47.9,1,1.1,89,0,0,47,50,0,0,0,0,2,2.1,7,7.4,49,52.1,0,0,3,3.2,11,11.7,0,0,88,93.6,9,9.6,94,100,2,2.1,50,56.2,54,57.4,42,44.7,7,7.4,0,0,9,9.6
"'072901",4,44.4,9,12,5.1,236,1,0.4,51,205,24.9,36,15.3,0,0,0,0,1,0.4,173,73.3,124,52.5,0,0,66,4,1.7,102,43.2,0,0,0,0,1,0.4,35,14.8,112,47.5,13,5.5,16,6.8,63,26.7,0,0,44,18.6,10,4.2,236,100,8,3.4,57,86.4,82,34.7,124,52.5,36,15.2,4,1.7,10,4.2
"'072902",22,23.9,92,87,8,1087,2,0.2,99,876,11.3,213,19.6,6,0.6,18,1.5,67,6.2,740,68.1,524,48.2,0,0,330,89,8.2,653,60.1,0,0,3,0.3,3,0.3,213,19.6,563,51.8,11,1,1,0.1,347,31.9,1,0.1,413,38,86,7.9,1087,100,17,1.6,310,93.9,311,28.6,405,37.3,213,19.6,89,8.2,88,8.1
"'072903",76,16.8,453,269,7.3,3688,46,1.2,260,2047,12.7,492,13.3,46,1.2,28,0.7,248,6.7,1836,49.8,1825,49.5,35,0.9,1081,280,7.6,1370,37.1,16,0.4,25,0.7,12,0.3,518,14,1863,50.5,17,0.5,229,6.2,1852,50.2,3,0.1,1740,47.2,480,13,2609,70.7,113,3.1,884,81.8,1148,31.1,2098,56.9,492,13.3,280,7.6,487,13.2
"'072904",6,27.3,22,31,13.7,227,1,0.4,57,211,27,1,0.4,1,0.4,0,0,25,11,62,27.3,105,46.3,2,0.9,56,16,7,20,8.8,5,2.2,0,0,6,2.6,1,0.4,122,53.7,0,0,12,5.3,165,72.7,1,0.4,46,20.3,25,11,210,92.5,7,3.1,39,69.6,50,22,191,84.1,1,0.4,16,7,26,11.4
